	Movie	Review	Predicted
2595	Four Lions	An extremely funny yet unsettling view of terrorism in London. While most of the situations are hilarious (blowing up crows, the costumes, etc.), the movie still carried a dark overtone... maybe because there are idiot jihadists out there in public. But there was also a lot of quick, witty dialogue, so I couldn't help but smirk and laugh the whole time through.	2
2596	Blood Freak	Kind of impossible to rank - it's hilariously enjoyable but completely and utterly inept.  Seriously, the production values and pacing make Ed Wood look like Orson Welles; but it's certainly one of the gems of so-bad-it's-good cinema.	2
2597	Audition	Great thriller, I admit the slow start would put many off but it's a great surreal view of a really bad date	2
2598	The Godfather	Pretty good, a bit long though.	2
2599	Jurassic Park	Monumental. This is what you happens when you team up the best Sci-Fi/Thriller author with the best director and the best composer. The production equivalent of the 1992 Dream Team put together one of the most well known, epic films ever.	2
2600	Contact	Spread-eagling faith and science this movie poses questions and allows for the imagination to run free. 	2
2601	Inception	The most intellectually satisfying heist film there is.	2
2602	Suspiria	argento starts the movie with all kinds of atmosphere and doesn't let up. the colors, imagery, set design and camerawork make for an incredibly stimulating visual journey. there are some shocking death scenes and some creepy moments but overall there is much more ambience than substance to the story - and i really don't mind that at all. suspiria makes a perfect mood setter for a scary movie night.	2
2603	Birdman	Asinine yet fiercely entertaining.	2
2604	Pandorum	Event Horizon meets The Decent. Expected nothing - but really enjoyed it.	2
2605	The Hours	One note. A film that confuses slow pacing and a beige atmosphere with actual artistry. Soulless and boring, and has a flat view of depression, which is a bit offensive. 	0
2606	The Truman Show	great film	2
2607	Coco	Pixar is getting lazy.	0
2608	Predator 2	a hollow shell of the first film but at least bill paxton and gary busey are there to ham it up	2
2609	Serenity	"Excellent sci-fi at it's most innovative. 

What would happen if Han Solo got his own movie? "	2
2610	Wonder Woman	Can't believe I've been tricked into watching yet another mediocre superhero film	0
2611	AVP: Alien vs. Predator	although the movie had an interesting beginning, it declined in free fall within seconds. 	0
2612	Human Centipede II (Full Sequence)	Completely pointless movie. I laughed at the beginning but when the centipede was ready it became boring.	0
2613	The Third Man	I'm going to be vilified for saying this, but I really thought the film was overrated. It was shot beautifully, sure.. But the characters just aren't engaging at all. Cotten's character is a bore, I don't understand why anyone has any loyalty to Lime, and Anna is not worth the trouble. The mood set by the cinematography is offset by the jarring music. Sorry, but this is overrated.	1
2614	Tropic Thunder	"of all Ben Stiller Movies there are.. there have only been I think 2 I had any interest in watching.. Night at the museum (which I liked) 
 & This & really enjoyed it (the other movies of his never cared for of what I saw) 
 
 However I think I like it more for Robert Downey jr. & Jack Black  I'd say more but I don't want to ruin the movie for anyone"	0
2615	Pacific Rim	terrible but fun to watch.	0
2616	36th Chamber of Shaolin	FUCKIN' WU-TANG CLAN BIOTCHES!	1
2617	Perfume: The Story of a Murderer	Not a bad adaptation (and God it's famous for being impossible) although the end is really odd. 	2
2618	The Box	Another proof that a woman can ruin your life.	0
2619	Into the Wild	An inappropriately loving tribute to one man's complete idiocy and selfishness, and and his surrounding's uselessness. Let us all shed tears.	2
2620	You Can Count On Me	Lovely, lovely, lovely. Simple story well told. A movie that breathes, that lets you in, doesn't force itself on you.	2
2621	Super Size Me	Eating McDonalds every day is unhealthy. Shocking.	1
2622	Drive	Refns second Masterpiece	2
2623	Léon: The Professional	Efsane...	1
2624	Josie and the Pussycats	extremely underrated. This movie's message is about the corruption of the music and media industry, and the friendship at the mercy of it.	1
2625	Boogie Nights	Borrows from Altman, but is a really great and mostly original and heavily odd family film. Note: Not a film for families, but about one. Sort of a Godfather of Porno.	1
2626	Fando and Lis	Una de las cintas mas extrañas que he visto, llena de cargas simbolicas, metafisicas, y de una forma de ver las cosas demasiado extraña para ese tiempo, esta pelicula es precursora de un cine demasiado extraño.	2
2627	Event Horizon	hahahaha mortal kombat auteur tries to pull kubrick/tarkovsky 	1
2628	The Battle of Algiers	A film delivered like a punch in your stomach.	2
2629	The Man Who Wasn't There	And neither was I .... as I had fallen asleep twice watching this movie.Third time was a charm... sort of... as I still just couldn't be won over.Was it the slow drawn out pace,the laconic tones and dark background, who knows.Was trying to work out where the movie was going and just didn't care in the end and found the ending to be ...unfulfilling.Nice performance by the laid back Billy Bob Thornton though.	0
2630	The Black Dahlia	Terrible to the point that it made me angry. Terrible acting all around. I seriously thought that Fiona Shaw woman was Molli Shannon because she played her part like she was in a slapstick--a particularly grating performance. The plot was convoluted and boring. 121 minutes of DePalma shitting in my eyes.	0
2631	Happy Feet	Ahhhhh! yuck.	1
2632	Prom Night	Terrible remake of a not-so-great 80s horror movie. Very little blood makes this a useless horror movie. Horrible acting makes it not worth watching at all.	0
2633	Real Life	Waaayyy ahead of it's time. Satire of the highest order, helped by some pitch-perfect acting by Charles Grodin. Since most of the humor is in the setup, the film loses steam as it reaches the self-referential 3rd act...but Brooks does an admirable job of keeping you hooked until the credits roll.	2
2634	Dead Man	Johnny Depp goes to hell, Neil Young plays a guitar, Iggy Pop wears a dress	0
2635	The Lion King	Unlike other reviewers I found it highly original. However, I probably ought to point out that this is the first movie I've ever seen. I'm 12 days old, and I already love going to the cinema, at least according to my dad. When I grow old enough to be able to actually see the screen and stay awake for more than 1% of the film, I'll probably be even more flabbergasted and impressed.	2
2636	Inception	Near perfect entertainment. While I recognize it's problems, Inception is cleverly written, exceptionally acted and beautifully shot. 	2
2637	Audition	If you've never heard of this movie, see it, don't ask about it, just see it. If you have heard of it and not seen it, what are you waiting for?	2
2638	Russian Ark	The gimmick runs thin very fast and the film quickly becomes boring and even annoying.	0
2639	The Prestige	I am willing to fist fight those that did not like this movie.	1
2640	The Border	I like it. Great music by Ry Cooder!	2
2641	City of Life and Death	Hypocritical, pretentious, and empty. The attempt to cater for west moral was so obvious but ended up being filled with stereotyped images and gaudy scenes. The utilisation of nationalism was so stupidly commercialised but pretend to be noble. This arrogant attitude showed clearly in the movie was really disgusting.  	0
